age,job,marital,deposit
57,admin.,divorced,no
45,blue-collar,married,no
43,management,divorced,no
42,admin.,single,no
58,retired,married,no
53,unemployed,married,no
30,technician,married,no
40,blue-collar,married,no
35,admin.,married,no
34,services,married,no
35,management,married,no
28,blue-collar,single,no
39,technician,single,no
51,admin.,married,no
29,blue-collar,married,no
44,entrepreneur,married,no
32,blue-collar,divorced,no
28,admin.,single,no
53,blue-collar,married,no
81,retired,divorced,no
33,blue-collar,married,no
37,entrepreneur,married,no
37,technician,married,no
35,technician,single,no
30,admin.,married,no
43,blue-collar,married,no
45,retired,divorced,no
34,blue-collar,married,no
40,admin.,married,no
60,admin.,married,no
54,self-employed,married,no
39,blue-collar,married,no
44,admin.,married,no
32,technician,married,no
34,blue-collar,married,no
44,management,married,no
30,management,single,no
47,unknown,married,no
74,retired,divorced,no
27,admin.,married,no
34,housemaid,divorced,no
52,housemaid,divorced,no
32,services,married,no
42,admin.,married,no
31,technician,single,no
31,technician,divorced,no
31,admin.,married,no
57,entrepreneur,married,no
40,management,married,no
23,blue-collar,married,no
43,management,divorced,no
45,admin.,divorced,no
58,technician,divorced,no
38,blue-collar,married,no
48,admin.,married,no
47,technician,divorced,no
49,technician,divorced,no
28,blue-collar,single,no
31,student,single,no
38,technician,married,no
43,blue-collar,married,no
52,management,married,no
43,admin.,single,no
29,blue-collar,married,no
45,services,married,no
59,blue-collar,married,no
48,blue-collar,married,no
30,management,married,no
23,housemaid,single,no
38,technician,divorced,no
52,blue-collar,married,no
44,services,married,no
34,blue-collar,single,no
32,blue-collar,married,no
41,technician,married,no
31,admin.,single,no
40,management,married,no
52,blue-collar,divorced,no
32,services,married,no
26,admin.,single,no
29,management,single,no
31,management,married,no
48,blue-collar,married,no
27,blue-collar,single,no
30,blue-collar,married,no
28,blue-collar,married,no
35,blue-collar,married,no
47,technician,divorced,no
35,blue-collar,married,no
31,technician,married,no
53,blue-collar,married,no
26,technician,single,no
35,technician,married,no
29,admin.,married,no
39,technician,married,no
31,technician,single,no
48,management,single,no
36,management,single,no
27,admin.,married,no
49,admin.,married,no
34,technician,single,no
28,services,single,no
49,technician,married,no
35,blue-collar,married,no
53,housemaid,divorced,no
58,retired,single,no
37,blue-collar,married,no
27,admin.,single,no
30,services,single,no
35,blue-collar,married,no
32,management,single,no
53,blue-collar,married,no
34,admin.,married,no
38,management,single,no
34,admin.,married,no
40,self-employed,married,no
48,services,married,no
30,management,single,no
31,management,married,no
37,technician,single,no
32,technician,single,no
40,blue-collar,married,no
41,management,divorced,no
52,technician,married,no
29,blue-collar,single,no
49,management,married,no
43,management,married,no
42,management,married,no
37,management,married,no
57,services,divorced,no
25,admin.,single,no
30,technician,single,no
31,admin.,married,no
49,blue-collar,married,no
47,blue-collar,married,no
57,services,divorced,no
26,student,single,no
40,retired,married,no
34,admin.,single,no
41,blue-collar,married,no
53,management,married,no
26,admin.,single,no
28,student,single,no
54,retired,married,no
42,technician,married,no
29,student,single,no
49,unemployed,married,no
32,services,married,no
29,admin.,single,no
60,blue-collar,married,no
51,retired,married,no
40,housemaid,divorced,no
44,blue-collar,married,no
47,blue-collar,married,no
32,blue-collar,single,no
43,blue-collar,married,no
59,retired,married,no
24,blue-collar,married,no
26,admin.,single,no
37,blue-collar,single,no
27,management,single,no
32,technician,married,no
44,blue-collar,married,no
34,technician,divorced,no
39,management,married,no
30,services,single,no
44,admin.,divorced,no
22,student,single,no
28,services,single,no
41,blue-collar,married,no
30,technician,married,no
36,technician,single,no
39,services,married,no
38,technician,single,no
31,services,married,no
29,management,married,no
42,blue-collar,married,no
27,technician,single,no
55,services,married,no
28,technician,married,no
47,technician,married,no
49,technician,married,no
38,entrepreneur,married,no
53,technician,married,no
31,blue-collar,married,no
57,housemaid,married,no
36,management,single,no
38,management,married,no
30,admin.,single,no
36,management,single,no
29,services,married,no
32,admin.,married,no
48,unemployed,married,no
53,retired,married,no
35,technician,married,no
48,management,married,no
31,entrepreneur,single,no
30,technician,single,no
28,admin.,married,no
42,management,married,no
31,housemaid,married,no
36,management,single,no
43,technician,single,no
28,student,married,no
34,management,single,no
36,technician,married,no
28,admin.,single,no
34,blue-collar,married,no
53,admin.,single,no
52,self-employed,married,no
44,unemployed,married,no
58,self-employed,married,no
47,admin.,married,no
40,blue-collar,single,no
39,management,married,no
33,self-employed,single,no
23,student,single,no
31,services,single,no
39,blue-collar,married,no
42,management,divorced,no
46,admin.,married,no
22,student,single,no
50,technician,married,no
50,technician,single,no
34,management,married,no
40,admin.,married,no
39,blue-collar,married,no
51,blue-collar,married,no
45,management,married,no
34,technician,single,no
30,self-employed,married,no
57,unemployed,married,no
42,blue-collar,married,no
51,technician,married,no
38,blue-collar,married,no
60,self-employed,married,no
38,blue-collar,married,no
37,retired,married,no
34,management,single,no
39,housemaid,married,no
55,services,married,no
48,blue-collar,married,no
42,blue-collar,married,no
29,housemaid,married,no
33,blue-collar,single,no
35,blue-collar,married,no
28,admin.,married,no
26,blue-collar,single,no
40,services,single,no
42,admin.,married,no
49,blue-collar,married,no
32,admin.,single,no
33,technician,married,no
30,technician,single,no
20,student,single,no
51,blue-collar,married,no
38,blue-collar,single,no
53,technician,married,no
34,blue-collar,divorced,no
30,blue-collar,married,no
36,unemployed,divorced,no
36,management,married,no
39,blue-collar,married,no
33,technician,single,no
42,management,married,no
30,management,single,no
23,technician,single,no
37,technician,single,no
77,retired,married,no
33,technician,married,no
33,blue-collar,single,no
40,blue-collar,single,no
58,retired,married,no
29,management,single,no
43,management,single,no
34,blue-collar,single,no
38,admin.,divorced,no
38,admin.,divorced,no
40,blue-collar,married,no
59,management,married,no
44,admin.,single,no
60,retired,divorced,no
37,management,single,no
50,admin.,married,no
50,management,divorced,no
35,admin.,married,no
39,management,single,no
29,self-employed,married,no
34,management,divorced,no
31,technician,divorced,no
51,housemaid,married,no
46,blue-collar,married,no
27,admin.,single,no
61,retired,married,no
34,admin.,married,no
30,blue-collar,single,no
58,management,married,no
30,technician,single,no
50,blue-collar,married,no
30,blue-collar,single,no
43,entrepreneur,married,no
35,services,divorced,no
36,management,single,no
46,entrepreneur,married,no
46,admin.,single,no
29,unemployed,single,no
48,blue-collar,married,no
50,management,divorced,no
53,admin.,divorced,no
38,entrepreneur,married,no
27,management,married,no
36,technician,married,no
48,services,married,no
59,unknown,married,no
21,student,single,no
56,retired,divorced,no
57,admin.,divorced,no
41,blue-collar,married,no
36,management,married,no
45,management,married,no
40,housemaid,married,no
30,admin.,single,no
75,retired,divorced,no
35,technician,single,no
58,admin.,married,no
29,technician,single,no
54,technician,single,no
28,blue-collar,single,no
33,student,single,no
56,admin.,married,no
50,management,married,no
37,technician,single,no
49,services,married,no
54,retired,married,no
40,management,married,no
33,technician,married,no
48,management,married,no
43,management,married,no
35,blue-collar,single,no
55,technician,married,no
33,management,married,no
41,technician,single,no
57,blue-collar,married,no
50,self-employed,married,no
63,technician,married,no
33,technician,single,no
47,blue-collar,married,no
36,services,married,no
23,student,single,no
33,technician,single,no
36,management,married,no
47,blue-collar,married,no
39,management,married,no
44,blue-collar,divorced,no
60,retired,married,no
42,management,married,no
32,technician,single,no
33,admin.,married,no
37,management,married,no
33,management,single,no
59,retired,married,no
42,technician,married,no
59,management,married,no
31,technician,single,no
50,self-employed,single,no
29,blue-collar,single,no
36,entrepreneur,single,no
33,services,married,no
38,admin.,divorced,no
33,management,single,no
36,entrepreneur,single,no
36,management,single,no
44,admin.,married,no
29,blue-collar,married,no
44,blue-collar,married,no
55,management,married,no
38,blue-collar,single,no
39,management,divorced,no
45,blue-collar,married,no
36,management,single,no
36,management,married,no
59,retired,divorced,no
41,admin.,married,no
29,self-employed,single,no
50,management,single,no
51,blue-collar,divorced,no
29,management,single,no
40,technician,single,no
36,student,married,no
49,technician,married,no
45,technician,married,no
40,management,married,no
31,management,married,no
32,entrepreneur,married,no
44,admin.,married,no
27,blue-collar,married,no
25,admin.,single,no
56,services,married,no
59,retired,married,no
31,management,single,no
49,admin.,divorced,no
50,blue-collar,divorced,no
42,unknown,single,no
37,management,married,no
36,blue-collar,single,no
53,blue-collar,married,no
51,blue-collar,married,no
42,blue-collar,married,no
47,housemaid,married,no
40,self-employed,married,no
25,blue-collar,single,no
36,blue-collar,married,no
80,retired,married,no
60,self-employed,married,no
51,management,married,no
59,housemaid,married,no
80,retired,married,no
47,admin.,married,no
36,services,married,no
31,blue-collar,single,no
33,technician,married,no
45,services,married,no
33,blue-collar,single,no
51,technician,married,no
51,unemployed,divorced,no
48,blue-collar,married,no
34,technician,single,no
28,management,single,no
33,technician,single,no
36,services,married,no
40,self-employed,married,no
34,entrepreneur,married,no
31,technician,single,no
49,technician,married,no
35,management,single,no
38,management,single,no
32,technician,married,no
33,blue-collar,married,no
39,admin.,married,no
30,services,married,no
53,admin.,divorced,no
24,technician,single,no
52,entrepreneur,divorced,no
27,management,single,no
36,admin.,single,no
29,admin.,married,no
47,blue-collar,married,no
43,blue-collar,married,no
48,management,divorced,no
57,entrepreneur,married,no
25,management,single,no
43,services,divorced,no
